"Var.1","Name","Time","Year","Var.5","Race","Beer","beer_url","name_url","event_url","event_name","event_location","event_date","minute","seconds","total_time_in_secs"
74,"Michael Johnson","5:11",2015,NA,"San Luis Obispo, CATime Trial","Bud Light Platinum","https://www.beermile.com/records/ref_beer/beertype_Bud+Light+Platinum","https://www.beermile.com/query_indy/submit_1/ref_query/name_Michael+Johnson","https://www.beermile.com/display/event_6467","Time Trial","San Luis Obispo, CA","July 31, 2015",5,11,311
75,"Jim Finlayson","5:11.27",2017,NA,"Allianz Park, London Engl...Beer Mile World Classic: ...","Sleeman's","https://www.beermile.com/records/ref_beer/beertype_Sleeman's","https://www.beermile.com/query_indy/submit_1/ref_query/name_Jim+Finlayson","https://www.beermile.com/display/event_151096","Beer Mile World Classic: 2017 Men","Allianz Park, London England","August 12, 2017",5,11.27,311.27
76,"Phil ""2.0"" Parrot Migas","5:11.4",2019,NA,"Berlin Germany2019 Beer Mile World Clas...","Amsterdam Blonde","https://www.beermile.com/records/ref_beer/beertype_Amsterdam+Blonde","https://www.beermile.com/query_indy/submit_1/ref_query/name_Phil+""2.0""+Parrot+Migas","https://www.beermile.com/display/event_151463","2019 Beer Mile World Classic","Berlin Germany","August 3, 2019",5,11.4,311.4
77,"Emil Granqvist","5:13",2020,NA,"Falun, Sweden@Swedenbeermile beer mile","Boca negra Pilsner","https://www.beermile.com/records/ref_beer/beertype_Boca+negra+Pilsner","https://www.beermile.com/query_indy/submit_1/ref_query/name_Emil+Granqvist","https://www.beermile.com/display/event_151596","@Swedenbeermile beer mile","Falun, Sweden","May 2, 2020",5,13,313
78,"Garrett Cullen","5:13.8",2018,NA,"Kezar Stadium San Francis...West Valley Summer Classi...","Budweiser","https://www.beermile.com/records/ref_beer/beertype_Budweiser","https://www.beermile.com/query_indy/submit_1/ref_query/name_Garrett+Cullen","https://www.beermile.com/display/event_151241","West Valley Summer Classic","Kezar Stadium San Francisco","June 30, 2018",5,13.8,313.8
79,"Lewis Kent","5:14",2015,NA,"London, ONLondon Spring Beer Mile","Muskoka Cream Ale","https://www.beermile.com/records/ref_beer/beertype_Muskoka+Cream+Ale","https://www.beermile.com/query_indy/submit_1/ref_query/name_Lewis+Kent","https://www.beermile.com/display/event_6308","London Spring Beer Mile","London, ON","April 18, 2015",5,14,314
80,"Jeff ""Mounty"" Mountjoy","5:14",2015,NA,"Kingston, ON, CanadaThe Hunt for Mid-November...","Amsterdam Blonde","https://www.beermile.com/records/ref_beer/beertype_Amsterdam+Blonde","https://www.beermile.com/query_indy/submit_1/ref_query/name_Jeff+""Mounty""+Mountjoy","https://www.beermile.com/display/event_6562","The Hunt for Mid-November Beer Mile 2015","Kingston, ON, Canada","November 11, 2015",5,14,314
81,"Nick ""2.0"" Finch","5:14.7",2019,NA,"Berlin Germany2019 Beer Mile World Clas...","Molson Canadian","https://www.beermile.com/records/ref_beer/beertype_Molson+Canadian","https://www.beermile.com/query_indy/submit_1/ref_query/name_Nick+""2.0""+Finch","https://www.beermile.com/display/event_151463","2019 Beer Mile World Classic","Berlin Germany","August 3, 2019",5,14.7,314.7
82,"Corey Gallagher","5:14.9",2017,NA,"Kezar  Stadium San Franci...San Francisco Delta's Inv...","Bud Light Platinum","https://www.beermile.com/records/ref_beer/beertype_Bud+Light+Platinum","https://www.beermile.com/query_indy/submit_1/ref_query/name_Corey+Gallagher","https://www.beermile.com/display/event_151109","San Francisco Delta's Invitational","Kezar  Stadium San Francisco CA","October 28, 2017",5,14.9,314.9
83,"Rasmus ""Norway"" Thiesen","5:15",2020,NA,"San Francisco, cA2020 Beer Mile World Clas...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Rasmus+""Norway""+Thiesen","https://www.beermile.com/display/event_151627","2020 Beer Mile World Classic (Men's)","San Francisco, cA","July 4, 2020",5,15,315
84,"Michael Cunningham","5:15",2015,NA,"Austin, TX, United StatesFloTrack 2015 Championshi...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Michael+Cunningham","https://www.beermile.com/display/event_6606","FloTrack 2015 Championships, Men's Elite","Austin, TX, United States","December 1, 2015",5,15,315
85,"Markus Liwing","5:15.3",2018,NA,"Vancouver, BC, CanadaBeer Mile World Classic 2...","Sleeman Cream Ale","https://www.beermile.com/records/ref_beer/beertype_Sleeman+Cream+Ale","https://www.beermile.com/query_indy/submit_1/ref_query/name_Markus+Liwing","https://www.beermile.com/display/event_151287","Beer Mile World Classic 2018","Vancouver, BC, Canada","August 11, 2018",5,15.3,315.3
86,"Jake Dumford","5:16",2017,NA,"Westerville, Ohio, United...Walnut Springs PBR Mile","Pabst Blue Ribbon","https://www.beermile.com/records/ref_beer/beertype_Pabst+Blue+Ribbon","https://www.beermile.com/query_indy/submit_1/ref_query/name_Jake+Dumford","https://www.beermile.com/display/event_150504","Walnut Springs PBR Mile","Westerville, Ohio, United States","June 15, 2017",5,16,316
87,"Iain ""Iballz"" McCormick","5:16",2017,NA,"Saskatoon, SK, Canadaiballz time Trial","Kokanee","https://www.beermile.com/records/ref_beer/beertype_Kokanee","https://www.beermile.com/query_indy/submit_1/ref_query/name_Iain+""Iballz""+McCormick","https://www.beermile.com/display/event_150450","iballz time Trial ","Saskatoon, SK, Canada","April 28, 2017",5,16,316
88,"Jonas ""SWE"" Anderson","5:16",2020,NA,"San Francisco, cA2020 Beer Mile World Clas...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Jonas+""SWE""+Anderson","https://www.beermile.com/display/event_151627","2020 Beer Mile World Classic (Men's)","San Francisco, cA","July 4, 2020",5,16,316
89,"Chris Robertson","5:16",2015,NA,"Austin, TX, United StatesFloTrack 2015 Championshi...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Chris+Robertson","https://www.beermile.com/display/event_6606","FloTrack 2015 Championships, Men's Elite","Austin, TX, United States","December 1, 2015",5,16,316
90,"Josh ""Harry"" Harris","5:16.3",2012,NA,"St. Leonards, AustraliaAustralian Beer Mile show...","Lowenbrau","https://www.beermile.com/records/ref_beer/beertype_Lowenbrau","https://www.beermile.com/query_indy/submit_1/ref_query/name_Josh+""Harry""+Harris","https://www.beermile.com/display/event_5570","Australian Beer Mile showdown","St. Leonards, Australia","April 20, 2012",5,16.3,316.3
91,"Jack Colreavy","5:17",2013,NA,"Rawlinson Track, Melbourn...2013 Parkville Beer Mile","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Jack+Colreavy","https://www.beermile.com/display/event_5875","2013 Parkville Beer Mile","Rawlinson Track, Melbourne University","September 21, 2013",5,17,317
92,"Bud ""USA"" Lightning","5:17",2020,NA,"San Francisco, cA2020 Beer Mile World Clas...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Bud+""USA""+Lightning","https://www.beermile.com/display/event_151627","2020 Beer Mile World Classic (Men's)","San Francisco, cA","July 4, 2020",5,17,317
93,"Brian Anderson","5:17.2",2016,NA,"Austin, TX, United States2016 FloTrack Beer Mile W...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Brian+Anderson","https://www.beermile.com/display/event_150438","2016 FloTrack Beer Mile World Championships","Austin, TX, United States","December 17, 2016",5,17.2,317.2
94,"Gabe Ghiglione","5:17.88",2017,NA,"Allianz Park, London Engl...Beer Mile World Classic: ...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Gabe+Ghiglione","https://www.beermile.com/display/event_151096","Beer Mile World Classic: 2017 Men","Allianz Park, London England","August 12, 2017",5,17.88,317.88
95,"Michael Ryan","5:18",2014,NA,"New York, NYNYC Mens Beer Mile Champi...","Budweiser","https://www.beermile.com/records/ref_beer/beertype_Budweiser","https://www.beermile.com/query_indy/submit_1/ref_query/name_Michael+Ryan","https://www.beermile.com/display/event_6057","NYC Mens Beer Mile Championships","New York, NY","June 19, 2014",5,18,318
96,"Corey Gallagher","5:18.16",2017,NA,"Allianz Park, London Engl...Beer Mile World Classic: ...","Bud Light Platinum","https://www.beermile.com/records/ref_beer/beertype_Bud+Light+Platinum","https://www.beermile.com/query_indy/submit_1/ref_query/name_Corey+Gallagher","https://www.beermile.com/display/event_151096","Beer Mile World Classic: 2017 Men","Allianz Park, London England","August 12, 2017",5,18.16,318.16
97,"Joshua ""Harrry"" Harris","5:18.3",2020,NA,"George Knott Reserve, Cli...Aussie Beer Mile 2020","Sapporo","https://www.beermile.com/records/ref_beer/beertype_Sapporo","https://www.beermile.com/query_indy/submit_1/ref_query/name_Joshua+""Harrry""+Harris","https://www.beermile.com/display/event_151568","Aussie Beer Mile 2020","George Knott Reserve, Clifton Hill, Victoria, Australia","January 26, 2020",5,18.3,318.3
98,"Jim Finlayson","5:18.9",2018,NA,"Vancouver, BC, CanadaBeer Mile World Classic 2...","Sleeman","https://www.beermile.com/records/ref_beer/beertype_Sleeman","https://www.beermile.com/query_indy/submit_1/ref_query/name_Jim+Finlayson","https://www.beermile.com/display/event_151287","Beer Mile World Classic 2018","Vancouver, BC, Canada","August 11, 2018",5,18.9,318.9
99,"Nick Symmonds","5:19",2012,NA,"Symmondsville, ORNick Symmonds Open","Coors","https://www.beermile.com/records/ref_beer/beertype_Coors","https://www.beermile.com/query_indy/submit_1/ref_query/name_Nick+Symmonds","https://www.beermile.com/display/event_6078","Nick Symmonds Open","Symmondsville, OR","August 21, 2012",5,19,319
100,"Tully ""G.O.A.T."" Hannan","5:19",2012,NA,"Lewiston, MEBATES BEER MILE","Coors Heavy","https://www.beermile.com/records/ref_beer/beertype_Coors+Heavy","https://www.beermile.com/query_indy/submit_1/ref_query/name_Tully+""G.O.A.T.""+Hannan","https://www.beermile.com/display/event_5606","BATES BEER MILE","Lewiston, ME","May 26, 2012",5,19,319
101,"Jeff Mountjoy","5:19",2015,NA,"Austin, TX, United StatesFloTrack 2015 Championshi...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Jeff+Mountjoy","https://www.beermile.com/display/event_6606","FloTrack 2015 Championships, Men's Elite","Austin, TX, United States","December 1, 2015",5,19,319
102,"Michael Johnson","5:19.8",2016,NA,"Austin, TX, United States2016 FloTrack Beer Mile W...","Bud Light Platinum","https://www.beermile.com/records/ref_beer/beertype_Bud+Light+Platinum","https://www.beermile.com/query_indy/submit_1/ref_query/name_Michael+Johnson","https://www.beermile.com/display/event_150438","2016 FloTrack Beer Mile World Championships","Austin, TX, United States","December 17, 2016",5,19.8,319.8
103,"LT ""capeman"" Kent","5:19.93",2014,NA,"London, ONLondon Beer Mile - Novemb...","Muskoka Cream Ale","https://www.beermile.com/records/ref_beer/beertype_Muskoka+Cream+Ale","https://www.beermile.com/query_indy/submit_1/ref_query/name_LT+""capeman""+Kent","https://www.beermile.com/display/event_6160","London Beer Mile - November 13th, 2014","London, ON","November 13, 2014",5,19.93,319.93
104,"Jim Finlayson","5:20",2006,NA,"Victoria, BCThird Annual Dave Smart T...","Keepers Stout","https://www.beermile.com/records/ref_beer/beertype_Keepers+Stout","https://www.beermile.com/query_indy/submit_1/ref_query/name_Jim+Finlayson","https://www.beermile.com/display/event_723","Third Annual Dave Smart Tribute Beer Mile","Victoria, BC","December 19, 2006",5,20,320
105,"Nick ""Finchy"" Finich","5:20",2019,NA,"Wareena Park, Wangaratta,...2019 Wangaratta Beer Mile","Molson Canadian","https://www.beermile.com/records/ref_beer/beertype_Molson+Canadian","https://www.beermile.com/query_indy/submit_1/ref_query/name_Nick+""Finchy""+Finich","https://www.beermile.com/display/event_151558","2019 Wangaratta Beer Mile","Wareena Park, Wangaratta, Victoria, Australia","December 28, 2019",5,20,320
106,"Charles Jonworth","5:20.9",2018,NA,"Kezar StadiumUSA Beer Mile Team Tune-U...","Budweiser","https://www.beermile.com/records/ref_beer/beertype_Budweiser","https://www.beermile.com/query_indy/submit_1/ref_query/name_Charles+Jonworth","https://www.beermile.com/display/event_151281","USA Beer Mile Team Tune-Up","Kezar Stadium","August 4, 2018",5,20.9,320.9
107,"Rasmus ""3.5"" Thiesen","5:20.9",2019,NA,"Berlin Germany2019 Beer Mile World Clas...","Presidente","https://www.beermile.com/records/ref_beer/beertype_Presidente","https://www.beermile.com/query_indy/submit_1/ref_query/name_Rasmus+""3.5""+Thiesen","https://www.beermile.com/display/event_151463","2019 Beer Mile World Classic","Berlin Germany","August 3, 2019",5,20.9,320.9
108,"Jim Finlayson","5:21.4",2014,NA,"Circuit of the Americas, ...Flotrack 2014 Championshi...","Bud Light Platinum/Hops &...","https://www.beermile.com/records/ref_beer/beertype_Bud+Light+Platinum/Hops+&...","https://www.beermile.com/query_indy/submit_1/ref_query/name_Jim+Finlayson","https://www.beermile.com/display/event_6188","Flotrack 2014 Championships, Men's Elite","Circuit of the Americas, Austin, TX","December 3, 2014",5,21.4,321.4
109,"Finn McNally","5:21.48",2016,NA,"London, England, United K...Beer Mile World Classic M...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Finn+McNally","https://www.beermile.com/display/event_150301","Beer Mile World Classic Men's Section 2","London, England, United Kingdom","July 31, 2016",5,21.48,321.48
110,"Gabe ""CAN"" Ghiglione","5:22",2020,NA,"San Francisco, cA2020 Beer Mile World Clas...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Gabe+""CAN""+Ghiglione","https://www.beermile.com/display/event_151627","2020 Beer Mile World Classic (Men's)","San Francisco, cA","July 4, 2020",5,22,322
111,"Michael Johnson","5:22.02",2017,NA,"Allianz Park, London Engl...Beer Mile World Classic: ...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Michael+Johnson","https://www.beermile.com/display/event_151096","Beer Mile World Classic: 2017 Men","Allianz Park, London England","August 12, 2017",5,22.02,322.02
112,"Phil Parrot-Migas","5:22.6",2015,NA,"Hamilton, ONHamilton Summer Beer Mile...","Amsterdam Blonde","https://www.beermile.com/records/ref_beer/beertype_Amsterdam+Blonde","https://www.beermile.com/query_indy/submit_1/ref_query/name_Phil+Parrot-Migas","https://www.beermile.com/display/event_6424","Hamilton Summer Beer Mile 2015","Hamilton, ON","July 3, 2015",5,22.6,322.6
113,"Corey Gallagher","5:23",2012,NA,"Winnipeg, MB2012 Manitoba Winter beer...","Kokanee Gold","https://www.beermile.com/records/ref_beer/beertype_Kokanee+Gold","https://www.beermile.com/query_indy/submit_1/ref_query/name_Corey+Gallagher","https://www.beermile.com/display/event_5515","2012 Manitoba Winter beermile","Winnipeg, MB","March 17, 2012",5,23,323
114,"Charlie Blanch","5:23",2016,NA,"London, United KingdomBeer Mile World Classic L...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Charlie+Blanch","https://www.beermile.com/display/event_150287","Beer Mile World Classic London 2016: Mens' Elite Championship","London, United Kingdom","July 31, 2016",5,23,323
115,"John Tayleur","5:23",2020,NA,"San Francisco, cA2020 Beer Mile World Clas...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_John+Tayleur","https://www.beermile.com/display/event_151627","2020 Beer Mile World Classic (Men's)","San Francisco, cA","July 4, 2020",5,23,323
116,"Josh ""1.0"" Harris","5:23.1",2019,NA,"Berlin Germany2019 Beer Mile World Clas...","Presidente","https://www.beermile.com/records/ref_beer/beertype_Presidente","https://www.beermile.com/query_indy/submit_1/ref_query/name_Josh+""1.0""+Harris","https://www.beermile.com/display/event_151463","2019 Beer Mile World Classic","Berlin Germany","August 3, 2019",5,23.1,323.1
117,"Markus Living","5:24",2018,NA,"København, DanmarkMikkeller Beer Mile Danis...","Mikkeller Beer Mile","https://www.beermile.com/records/ref_beer/beertype_Mikkeller+Beer+Mile","https://www.beermile.com/query_indy/submit_1/ref_query/name_Markus+Living","https://www.beermile.com/display/event_151210","Mikkeller Beer Mile Danish Championships Open","København, Danmark","May 9, 2018",5,24,324
118,"Markus Liwing","5:24.3",2012,NA,"Linkoping, SwedenLiTHe Syra Annual Beer Mi...","Spendrups, 33cl","https://www.beermile.com/records/ref_beer/beertype_Spendrups,+33cl","https://www.beermile.com/query_indy/submit_1/ref_query/name_Markus+Liwing","https://www.beermile.com/display/event_5690","LiTHe Syra Annual Beer Mile 2012","Linkoping, Sweden","October 2, 2012",5,24.3,324.3
119,"John Tayleur","5:24.95",2017,NA,"Allianz Park, London Engl...Beer Mile World Classic: ...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_John+Tayleur","https://www.beermile.com/display/event_151096","Beer Mile World Classic: 2017 Men","Allianz Park, London England","August 12, 2017",5,24.95,324.95
